,Ticker,È¸°è³â,½Ã°¡ÃÑ¾×(¹é¸¸¿ø),WACC(½Ã°¡ÃÑ¾×Æò±Õ)(%)
8727,A090360,2021,258863,11.63
8728,A090360,2022,181838,10.45
8729,A090360,2023,290550,9.86
8730,A090360,2024,213525,
8731,A090360,2025,277875,
8732,A108670,2012,732692,5.35
8733,A108670,2013,1316722,6.09
8734,A108670,2014,1534214,4.62
8735,A108670,2015,1403164,7.03
8736,A108670,2016,916429,6.17
8737,A108670,2017,928365,5.16
8738,A108670,2018,540553,4.42
8739,A108670,2019,518560,3.75
8740,A108670,2020,733287,4.52
8741,A108670,2021,580882,6.03
8742,A108670,2022,296654,5.83
8743,A108670,2023,411791,5.4
8744,A108670,2024,307645,
8745,A108670,2025,303490,
8746,A089980,2012,54688,6.8
8747,A089980,2013,87870,9.24
8748,A089980,2014,73834,6.83
8749,A089980,2015,160299,4.61
8750,A089980,2016,120112,6.78
8751,A089980,2017,203969,5.6
8752,A089980,2018,188279,7.9
8753,A089980,2019,233508,7.68
8754,A089980,2020,718622,8.98
8755,A089980,2021,836227,9.95
8756,A089980,2022,433303,11.38
8757,A089980,2023,356556,7.98
8758,A089980,2024,292599,
8759,A089980,2025,277250,
8760,A148150,2012,,5.47
8761,A148150,2013,,3.74
8762,A148150,2014,,N/A(IFRS)
8763,A148150,2015,,6.1
8764,A148150,2016,,1.33
8765,A148150,2017,,6.97
8766,A148150,2018,,13.33
8767,A148150,2019,415619,5.93
8768,A148150,2020,267766,9.02
8769,A148150,2021,334084,8.83
8770,A148150,2022,139644,11.07
8771,A148150,2023,229086,12.42
8772,A148150,2024,295849,
8773,A148150,2025,277918,
8774,A900140,2012,741888,
8775,A900140,2013,1294873,
8776,A900140,2014,938242,
8777,A900140,2015,493056,
8778,A900140,2016,383913,
8779,A900140,2017,226423,
8780,A900140,2018,119120,
8781,A900140,2019,212661,
8782,A900140,2020,324742,
8783,A900140,2021,362017,
8784,A900140,2022,261567,
8785,A900140,2023,433261,
8786,A900140,2024,275056,
8787,A900140,2025,284150,
8788,A304100,2012,,
8789,A304100,2013,,0
8790,A304100,2014,,4.2
8791,A304100,2015,,3.57
8792,A304100,2016,,3.17
8793,A304100,2017,,N/A(IFRS)
8794,A304100,2018,,3.69
8795,A304100,2019,,7.55
8796,A304100,2020,174783,7.31
8797,A304100,2021,168322,8.58
8798,A304100,2022,150723,10.91
8799,A304100,2023,317306,13.11
8800,A304100,2024,271118,
8801,A304100,2025,281429,
8802,A001270,2012,202985,
8803,A001270,2013,157837,
8804,A001270,2014,195654,
8805,A001270,2015,213618,
8806,A001270,2016,251804,
8807,A001270,2017,329203,
8808,A001270,2018,289954,
8809,A001270,2019,272162,
8810,A001270,2020,279679,
8811,A001270,2021,319394,
8812,A001270,2022,242213,
8813,A001270,2023,283857,
8814,A001270,2024,349098,
8815,A001270,2025,350216,
8816,A071280,2012,25680,4.22
8817,A071280,2013,34542,11.24
8818,A071280,2014,21877,8.05
8819,A071280,2015,36352,7.21
8820,A071280,2016,104450,9.21
8821,A071280,2017,78778,9.38
8822,A071280,2018,47725,5.75
8823,A071280,2019,82449,5.58
8824,A071280,2020,98663,7.4
8825,A071280,2021,93156,7.65
8826,A071280,2022,121914,9.75
8827,A071280,2023,95298,7.4
8828,A071280,2024,270597,
8829,A071280,2025,283293,
8830,A041020,2012,172368,12.45
8831,A041020,2013,203869,13.66
8832,A041020,2014,132561,9.54
8833,A041020,2015,91229,7.47
8834,A041020,2016,76148,7.98
8835,A041020,2017,43475,9.03
8836,A041020,2018,51886,7.18
8837,A041020,2019,60878,5.1
8838,A041020,2020,80920,3.52
8839,A041020,2021,105540,7.86
8840,A041020,2022,61737,10.13
8841,A041020,2023,218792,11.68
8842,A041020,2024,269015,
8843,A041020,2025,275977,
8844,A322000,2012,,
8845,A322000,2013,,
8846,A322000,2014,,
8847,A322000,2015,,
8848,A322000,2016,,
8849,A322000,2017,,
8850,A322000,2018,,
8851,A322000,2019,193200,15.62
8852,A322000,2020,446320,8.66
8853,A322000,2021,239680,7.44
8854,A322000,2022,546560,10.73
8855,A322000,2023,313040,11.74
8856,A322000,2024,226240,
8857,A322000,2025,277200,
8858,A009470,2012,19875,4.62
8859,A009470,2013,34921,5.83
8860,A009470,2014,32738,4.35
8861,A009470,2015,34392,4.88
8862,A009470,2016,36707,6.83
8863,A009470,2017,121033,8.22
8864,A009470,2018,143520,12.67
8865,A009470,2019,101853,11.16
8866,A009470,2020,137567,10.14
8867,A009470,2021,203044,8.14
8868,A009470,2022,90609,12.57
8869,A009470,2023,115213,11.34
8870,A009470,2024,206351,
8871,A009470,2025,268852,
8872,A389020,2012,,
8873,A389020,2013,,
8874,A389020,2014,,
8875,A389020,2015,,
8876,A389020,2016,,
8877,A389020,2017,,
8878,A389020,2018,,
8879,A389020,2019,,
8880,A389020,2020,,
8881,A389020,2021,,45.5
8882,A389020,2022,,4.14
8883,A389020,2023,185932,8.51
8884,A389020,2024,289744,
8885,A389020,2025,295942,
8886,A466100,2012,,
8887,A466100,2013,,
8888,A466100,2014,,
8889,A466100,2015,,
8890,A466100,2016,,
8891,A466100,2017,,
8892,A466100,2018,,
8893,A466100,2019,,
8894,A466100,2020,,
8895,A466100,2021,,
8896,A466100,2022,,0
8897,A466100,2023,,5.17
8898,A466100,2024,218786,
8899,A466100,2025,268388,
8900,A009680,2012,417450,6.92
8901,A009680,2013,359700,8.91
8902,A009680,2014,422400,5.68
8903,A009680,2015,356400,3.3
8904,A009680,2016,305250,4.8
8905,A009680,2017,303600,5.97
8906,A009680,2018,329670,4.38
8907,A009680,2019,292050,6.23
8908,A009680,2020,389400,7.44
8909,A009680,2021,349800,9.35
8910,A009680,2022,265320,8.49
8911,A009680,2023,272910,4.85
8912,A009680,2024,278520,
8913,A009680,2025,277860,
8914,A043150,2012,163397,8.81
8915,A043150,2013,165625,12.22
8916,A043150,2014,388439,9.51
8917,A043150,2015,587486,6.02
8918,A043150,2016,536981,7.08
8919,A043150,2017,505787,8.57
8920,A043150,2018,320852,6.9
8921,A043150,2019,433744,7.4
8922,A043150,2020,333478,7.48
8923,A043150,2021,525098,7.16
8924,A043150,2022,487220,9.39
8925,A043150,2023,493904,6.61
8926,A043150,2024,280448,
8927,A043150,2025,281488,
8928,A007690,2012,248694,8.05
8929,A007690,2013,322489,6.98
8930,A007690,2014,238816,4.2
8931,A007690,2015,344570,6.25
8932,A007690,2016,319003,6.35
8933,A007690,2017,366650,5.05
8934,A007690,2018,265255,5.07
8935,A007690,2019,273389,3.81
8936,A007690,2020,313773,3.68
8937,A007690,2021,509100,4.08
8938,A007690,2022,385204,6.72
8939,A007690,2023,368985,5.48
8940,A007690,2024,284735,
8941,A007690,2025,270769,
8942,A298690,2012,,
8943,A298690,2013,,
8944,A298690,2014,,
8945,A298690,2015,,
8946,A298690,2016,,
8947,A298690,2017,,
8948,A298690,2018,317106,1.88
8949,A298690,2019,306692,8.45
8950,A298690,2020,268779,6.62
8951,A298690,2021,438259,5.49
8952,A298690,2022,317844,8
8953,A298690,2023,356918,6.95
8954,A298690,2024,268272,
8955,A298690,2025,278770,
8956,A003800,2012,170786,3.61
8957,A003800,2013,243980,4.55
8958,A003800,2014,285457,4
8959,A003800,2015,332700,4.79
8960,A003800,2016,351775,3.44
8961,A003800,2017,433619,2.74
8962,A003800,2018,259506,3.16
8963,A003800,2019,387596,3.46
8964,A003800,2020,422529,4.18
8965,A003800,2021,477425,2.05
8966,A003800,2022,398131,4.77
8967,A003800,2023,293331,3.64
8968,A003800,2024,278359,
8969,A003800,2025,274478,
8970,A107640,2012,,5.22
8971,A107640,2013,15910,3.77
8972,A107640,2014,13320,
8973,A107640,2015,6938,0.39
8974,A107640,2016,11285,1.88
8975,A107640,2017,18899,1.81
8976,A107640,2018,11271,2.37
8977,A107640,2019,17837,3.44
8978,A107640,2020,18216,2.27
8979,A107640,2021,38486,2.83
8980,A107640,2022,72605,3.58
8981,A107640,2023,128055,4.9
8982,A107640,2024,214008,
8983,A107640,2025,273731,
8984,A102940,2012,418790,8.08
8985,A102940,2013,403301,8.54
8986,A102940,2014,330195,5.15
8987,A102940,2015,1328142,10.99
8988,A102940,2016,893518,10.23
8989,A102940,2017,1204004,9.56
8990,A102940,2018,850221,7.67
8991,A102940,2019,205993,5.29
8992,A102940,2020,331529,7.89
8993,A102940,2021,493584,8.86
8994,A102940,2022,312699,7.49
8995,A102940,2023,293298,6.13
8996,A102940,2024,285738,
8997,A102940,2025,276420,
8998,A230240,2012,,9.95
8999,A230240,2013,,3.82
9000,A230240,2014,,2.08
9001,A230240,2015,16200,4.65
9002,A230240,2016,15840,1.47
9003,A230240,2017,15960,2.62
9004,A230240,2018,133726,3.79
9005,A230240,2019,352271,6.19
9006,A230240,2020,405140,6.69
9007,A230240,2021,427683,8.12
9008,A230240,2022,499094,10.07
9009,A230240,2023,234574,6.86
9010,A230240,2024,236102,
9011,A230240,2025,297456,
9012,A265520,2012,,
9013,A265520,2013,,
9014,A265520,2014,,
9015,A265520,2015,,
9016,A265520,2016,,
9017,A265520,2017,480134,6.39
9018,A265520,2018,305959,5.56
9019,A265520,2019,486536,7.83
9020,A265520,2020,359834,6
9021,A265520,2021,385092,7.2
9022,A265520,2022,280414,8.23
9023,A265520,2023,340776,6.03
9024,A265520,2024,240835,
9025,A265520,2025,267272,
9026,A014940,2012,312272,5.58
9027,A014940,2013,231914,5.49
9028,A014940,2014,118877,5.48
9029,A014940,2015,77324,
9030,A014940,2016,85349,5.06
9031,A014940,2017,39654,6.44
9032,A014940,2018,32403,4.52
9033,A014940,2019,36459,4.56
9034,A014940,2020,112111,6.77
9035,A014940,2021,167483,5.37
9036,A014940,2022,104592,8.11
9037,A014940,2023,130113,6.42
9038,A014940,2024,237439,
9039,A014940,2025,259314,
9040,A416180,2012,,6.72
9041,A416180,2013,,5.84
9042,A416180,2014,,5.3
9043,A416180,2015,,3.66
9044,A416180,2016,,1.31
9045,A416180,2017,,1.7
9046,A416180,2018,,3.39
9047,A416180,2019,,3.22
9048,A416180,2020,,2.38
9049,A416180,2021,,N/A(IFRS)
9050,A416180,2022,,2.5
9051,A416180,2023,219215,12.45
9052,A416180,2024,258538,
9053,A416180,2025,265317,
9054,A041960,2012,400000,6.85
9055,A041960,2013,365532,4.87
9056,A041960,2014,454957,6.14
9057,A041960,2015,2101710,10.2
9058,A041960,2016,1914162,10.65
9059,A041960,2017,2106828,10.31
9060,A041960,2018,1178838,9.27
9061,A041960,2019,974847,11.02
9062,A041960,2020,863300,4.74
9063,A041960,2021,551357,7.94
9064,A041960,2022,448659,8.95
9065,A041960,2023,295833,5.43
9066,A041960,2024,272602,
9067,A041960,2025,270836,
9068,A900290,2012,,
9069,A900290,2013,,
9070,A900290,2014,,
9071,A900290,2015,,
9072,A900290,2016,,
9073,A900290,2017,243561,
9074,A900290,2018,158668,
9075,A900290,2019,139803,
9076,A900290,2020,96009,
9077,A900290,2021,64074,
9078,A900290,2022,83882,
9079,A900290,2023,361130,
9080,A900290,2024,232781,
9081,A900290,2025,265188,
9082,A006390,2012,38997,5.69
9083,A006390,2013,32020,8.22
9084,A006390,2014,92365,5.54
9085,A006390,2015,169846,
9086,A006390,2016,462536,3.67
9087,A006390,2017,255568,4.6
9088,A006390,2018,706373,10.78
9089,A006390,2019,512208,9.72
9090,A006390,2020,499592,7.8
9091,A006390,2021,591892,7.65
9092,A006390,2022,338234,8.96
9093,A006390,2023,302478,4.54
9094,A006390,2024,261890,
9095,A006390,2025,268268,
9096,A126700,2012,110086,11.32
9097,A126700,2013,143700,10.52
9098,A126700,2014,144341,11.08
9099,A126700,2015,146732,7.52
9100,A126700,2016,115353,8.1
9101,A126700,2017,194247,8.93
9102,A126700,2018,131491,7.27
9103,A126700,2019,186776,9.38
9104,A126700,2020,221143,10.27
9105,A126700,2021,355622,8.35
9106,A126700,2022,271946,9.95
9107,A126700,2023,288682,8.08
9108,A126700,2024,260142,
9109,A126700,2025,261935,
9110,A001390,2012,121980,5.37
9111,A001390,2013,181365,5.52
9112,A001390,2014,180249,4.35
9113,A001390,2015,177922,7.13
9114,A001390,2016,170760,6.03
9115,A001390,2017,303149,5.88
9116,A001390,2018,216726,10.76
9117,A001390,2019,156159,8.02
9118,A001390,2020,310366,7.23
9119,A001390,2021,426382,7.78
9120,A001390,2022,284948,8.29
9121,A001390,2023,469013,8.91
9122,A001390,2024,255390,
9123,A001390,2025,262236,
9124,A118990,2012,,3.74
9125,A118990,2013,,N/A(IFRS)
9126,A118990,2014,,2.32
9127,A118990,2015,,2.32
9128,A118990,2016,,3.95
9129,A118990,2017,173458,5.99
9130,A118990,2018,108593,5.44
9131,A118990,2019,66083,6.46
9132,A118990,2020,255457,6.95
9133,A118990,2021,267574,8.13
9134,A118990,2022,333139,8.08
9135,A118990,2023,443787,7.85
9136,A118990,2024,235940,
9137,A118990,2025,255333,
9138,A200710,2012,,N/A(IFRS)
9139,A200710,2013,,2.48
9140,A200710,2014,88414,2.32
9141,A200710,2015,54798,10.4
9142,A200710,2016,46110,7.66
9143,A200710,2017,89235,16.67
9144,A200710,2018,90585,6.97
9145,A200710,2019,172728,6.88
9146,A200710,2020,404212,8.79
9147,A200710,2021,321249,9.33
9148,A200710,2022,164012,8.73
9149,A200710,2023,433694,7.72
9150,A200710,2024,214381,
9151,A200710,2025,260886,
9152,A006060,2012,46082,3
9153,A006060,2013,67490,4.7
9154,A006060,2014,52609,6.12
9155,A006060,2015,418219,5.55
9156,A006060,2016,578094,7.53
9157,A006060,2017,567030,6.51
9158,A006060,2018,378389,7.67
9159,A006060,2019,658308,5.93
9160,A006060,2020,394432,7.66
9161,A006060,2021,337452,5.34
9162,A006060,2022,212982,8.09
9163,A006060,2023,191131,5.69
9164,A006060,2024,246174,
9165,A006060,2025,267196,
9166,A377190,2012,,
9167,A377190,2013,,
9168,A377190,2014,,
9169,A377190,2015,,
9170,A377190,2016,,
9171,A377190,2017,,
9172,A377190,2018,,
9173,A377190,2019,,
9174,A377190,2020,,
9175,A377190,2021,340032,4.49
9176,A377190,2022,266294,5.05
9177,A377190,2023,197386,5.74
9178,A377190,2024,223790,4.22
9179,A377190,2025,,
9180,A267980,2012,,
9181,A267980,2013,,
9182,A267980,2014,,
9183,A267980,2015,,
9184,A267980,2016,,
9185,A267980,2017,504437,3.81
9186,A267980,2018,618079,3.74
9187,A267980,2019,675337,3.33
9188,A267980,2020,548270,4.44
9189,A267980,2021,538858,3.72
9190,A267980,2022,414144,5.01
9191,A267980,2023,323550,2.68
9192,A267980,2024,272566,
9193,A267980,2025,262762,
9194,A217270,2012,,
9195,A217270,2013,,
9196,A217270,2014,,0
9197,A217270,2015,10299,3.11
9198,A217270,2016,144213,1.87
9199,A217270,2017,280846,8.16
9200,A217270,2018,215912,6.03
9201,A217270,2019,157047,7.44
9202,A217270,2020,631882,7.05
9203,A217270,2021,889104,9.76
9204,A217270,2022,487310,11.27
9205,A217270,2023,320716,7.71
9206,A217270,2024,253918,
9207,A217270,2025,265121,
9208,A475960,2012,,
9209,A475960,2013,,
9210,A475960,2014,,
9211,A475960,2015,,
9212,A475960,2016,,
9213,A475960,2017,,
9214,A475960,2018,,
9215,A475960,2019,,
9216,A475960,2020,,0
9217,A475960,2021,,15.6
9218,A475960,2022,,17.73
9219,A475960,2023,,36.94
9220,A475960,2024,200281,
9221,A475960,2025,257690,
9222,A031330,2012,159193,5.39
9223,A031330,2013,172793,7.24
9224,A031330,2014,131994,5.51
9225,A031330,2015,167993,6.21
9226,A031330,2016,176491,7.27
9227,A031330,2017,196490,7.15
9228,A031330,2018,164992,5.36
9229,A031330,2019,219489,5.91
9230,A031330,2020,241988,6.52
9231,A031330,2021,444478,8.02
9232,A031330,2022,268987,7.28
9233,A031330,2023,274486,6.36
9234,A031330,2024,260487,
9235,A031330,2025,261987,
9236,A226320,2012,,
9237,A226320,2013,,
9238,A226320,2014,,
9239,A226320,2015,1336554,1.81
9240,A226320,2016,751266,7.03
9241,A226320,2017,995591,6.02
9242,A226320,2018,588802,10.36
9243,A226320,2019,423236,9.65
9244,A226320,2020,571259,9.41
9245,A226320,2021,388149,7.14
9246,A226320,2022,391438,13.72
9247,A226320,2023,268634,7.54
9248,A226320,2024,233986,
9249,A226320,2025,264687,
9250,A047560,2012,100974,10.02
9251,A047560,2013,90085,8.26
9252,A047560,2014,109141,
9253,A047560,2015,162350,8.09
9254,A047560,2016,89986,8.48
9255,A047560,2017,67712,5.81
9256,A047560,2018,62069,5.42
9257,A047560,2019,71870,6.96
9258,A047560,2020,88699,5.42
9259,A047560,2021,205890,5.44
9260,A047560,2022,100113,8.83
9261,A047560,2023,168609,9.11
9262,A047560,2024,268722,
9263,A047560,2025,256533,
9264,A011760,2012,462227,4.95
9265,A011760,2013,790475,5.3
9266,A011760,2014,669894,3.79
9267,A011760,2015,378348,4.97
9268,A011760,2016,289714,4.95
9269,A011760,2017,257965,4.25
9270,A011760,2018,371734,9.16
9271,A011760,2019,236798,6.78
9272,A011760,2020,211002,5.82
9273,A011760,2021,222247,3.12
9274,A011760,2022,214309,5.37
9275,A011760,2023,249763,5.17
9276,A011760,2024,252806,
9277,A011760,2025,256642,
9278,A122900,2012,1022588,6.63
9279,A122900,2013,925541,4.74
9280,A122900,2014,1020791,4.2
9281,A122900,2015,909367,4.9
9282,A122900,2016,373811,8.51
9283,A122900,2017,323849,6.53
9284,A122900,2018,248728,7.34
9285,A122900,2019,373811,5.81
9286,A122900,2020,309338,5.79
9287,A122900,2021,357689,5.72
9288,A122900,2022,337631,6.84
9289,A122900,2023,287154,4.68
9290,A122900,2024,267431,
9291,A122900,2025,262082,
9292,A458650,2012,,3.68
9293,A458650,2013,,3.53
9294,A458650,2014,,3.49
9295,A458650,2015,,2.13
9296,A458650,2016,,2.19
9297,A458650,2017,,2.23
9298,A458650,2018,,2.11
9299,A458650,2019,,2.34
9300,A458650,2020,,1.42
9301,A458650,2021,,1.33
9302,A458650,2022,,N/A(IFRS)
9303,A458650,2023,,3.5
9304,A458650,2024,255927,
9305,A458650,2025,252015,
9306,A000480,2012,239200,4.28
9307,A000480,2013,313200,4.11
9308,A000480,2014,460000,5.22
9309,A000480,2015,345200,5.52
9310,A000480,2016,342800,3.77
9311,A000480,2017,348400,2.6
9312,A000480,2018,334000,2.72
9313,A000480,2019,355200,2.77
9314,A000480,2020,322400,2.34
9315,A000480,2021,324000,2.69
9316,A000480,2022,303200,4.43
9317,A000480,2023,302913,7.32
9318,A000480,2024,267276,
9319,A000480,2025,261649,
9320,A001940,2012,139681,5.29
9321,A001940,2013,146148,4.8
9322,A001940,2014,181808,4.81
9323,A001940,2015,229846,5.43
9324,A001940,2016,226151,6.18
9325,A001940,2017,274189,4.84
9326,A001940,2018,254050,6.86
9327,A001940,2019,236498,5.17
9328,A001940,2020,262365,4.75
9329,A001940,2021,268831,5.54
9330,A001940,2022,253160,9.51
9331,A001940,2023,384998,7.68
9332,A001940,2024,322881,
9333,A001940,2025,262263,
9334,A088260,2012,,2.76
9335,A088260,2013,,2.83
9336,A088260,2014,,2.83
9337,A088260,2015,,2.83
9338,A088260,2016,,N/A(IFRS)
9339,A088260,2017,,4.69
9340,A088260,2018,278703,2.06
9341,A088260,2019,386384,2.4
9342,A088260,2020,360414,2.43
9343,A088260,2021,393351,2.03
9344,A088260,2022,367381,3.59
9345,A088260,2023,326209,3.95
9346,A088260,2024,301506,2.85
9347,A088260,2025,,
9348,A060150,2012,74563,5.52
9349,A060150,2013,74563,4.34
9350,A060150,2014,141619,6.86
9351,A060150,2015,205091,8.35
9352,A060150,2016,222385,4.43
9353,A060150,2017,256183,5.39
9354,A060150,2018,231308,5.01
9355,A060150,2019,319415,6.59
9356,A060150,2020,520336,6.38
9357,A060150,2021,516856,7.1
9358,A060150,2022,385081,8.02
9359,A060150,2023,342708,5.07
9360,A060150,2024,250512,
9361,A060150,2025,260291,
9362,A005010,2012,171582,6.19
9363,A005010,2013,128340,5.04
9364,A005010,2014,123151,3.78
9365,A005010,2015,106547,5.68
9366,A005010,2016,106547,5.42
9367,A005010,2017,106893,3.05
9368,A005010,2018,87027,5.53
9369,A005010,2019,76064,5.29
9370,A005010,2020,55562,3.49
9371,A005010,2021,114037,4.69
9372,A005010,2022,284874,6.42
9373,A005010,2023,280098,5.76
9374,A005010,2024,212391,
9375,A005010,2025,250599,
9376,A950170,2012,,
9377,A950170,2013,,
9378,A950170,2014,,
9379,A950170,2015,,0
9380,A950170,2016,,0.32
9381,A950170,2017,,0.44
9382,A950170,2018,304898,6.93
9383,A950170,2019,210033,4.84
9384,A950170,2020,178528,3.84
9385,A950170,2021,142122,3.46
9386,A950170,2022,226921,4.02
9387,A950170,2023,226047,3.12
9388,A950170,2024,249676,
9389,A950170,2025,,
9390,A009160,2012,221627,6.05
9391,A009160,2013,202431,6.3
9392,A009160,2014,148915,4.7
9393,A009160,2015,162876,2.91
9394,A009160,2016,137863,4.71
9395,A009160,2017,120121,3.31
9396,A009160,2018,159648,6.42
9397,A009160,2019,192690,6.35
9398,A009160,2020,161611,4.95
9399,A009160,2021,419403,5.16
9400,A009160,2022,306537,8.51
9401,A009160,2023,257138,7.45
9402,A009160,2024,245688,
9403,A009160,2025,261064,
9404,A304360,2012,,
9405,A304360,2013,,
9406,A304360,2014,,
9407,A304360,2015,,
9408,A304360,2016,,0
9409,A304360,2017,,N/A(IFRS)
9410,A304360,2018,,16.18
9411,A304360,2019,,5.47
9412,A304360,2020,,3.96
9413,A304360,2021,,4.85
9414,A304360,2022,,8.97
9415,A304360,2023,130376,8.58
9416,A304360,2024,203202,
9417,A304360,2025,250773,
9418,A011930,2012,85360,8.06
9419,A011930,2013,63640,6.65
9420,A011930,2014,57445,5.11
9421,A011930,2015,152562,8.14
9422,A011930,2016,222162,7.84
9423,A011930,2017,331283,5.4
9424,A011930,2018,173859,6.78
9425,A011930,2019,165044,4.99
9426,A011930,2020,691478,5.38
9427,A011930,2021,437782,6.71
