,학교_식별자,소재지지번주소,개방ID,위도,경도,시군구별,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2015_해당지역예측학생수,2016_해당지역예측학생수,2017_해당지역예측학생수,2018_해당지역예측학생수,2019_해당지역예측학생수,2020_해당지역예측학생수,2021_해당지역예측학생수,2022_해당지역예측학생수,2023_해당지역예측학생수,2024_해당지역예측학생수,2025_해당지역예측학생수,2026_해당지역예측학생수,2027_해당지역예측학생수,2028_해당지역예측학생수,2029_해당지역예측학생수,2030_해당지역예측학생수,2031_해당지역예측학생수,2032_해당지역예측학생수,2033_해당지역예측학생수,2034_해당지역예측학생수,2035_해당지역예측학생수,2036_해당지역예측학생수,2037_해당지역예측학생수,2038_해당지역예측학생수,2039_해당지역예측학생수,매칭된 행정구역,학생 비,회귀계수
1665,익산고등학교 (전북),전북특별자치도 익산시 금마면 동고도리 565,8843966841,35.99491837,127.0554286,익산시,499,497,488,487,487,473,452,459,437,437,401,385,369,354,352,14090.0,13855.0,13190.0,12227.0,11159.0,10275.0,9574.0,8866.0,8723.0,8549.0,8253.0,7852.0,7723.0,7916.0,7626.0,7289.0,6895.0,6564.0,6181.0,5481.0,4812.0,4137.0,3608.0,3277.0,2987.0,전라북도 익산시,0.0403530895334174,-0.023153449756656168
1666,인덕과학기술고등학교 (서울),서울특별시 노원구 월계동 648-7,2384498357,37.63034387,127.0544999,서울특별시 노원구,925,931,929,839,785,738,754,768,758,733,708,676,647,630,576,23036.0,24353.0,25044.0,24187.0,22193.0,20714.0,19414.0,18265.0,17832.0,17820.0,17131.0,16197.0,15539.0,15657.0,15027.0,14679.0,13845.0,13353.0,12132.0,10521.0,8949.0,7707.0,7081.0,6723.0,6562.0,서울특별시 노원구,0.03230148048452221,-0.025118919748350472
1667,인덕원고등학교 (경기),경기도 안양시 동안구 관양동 193-3,7057747602,37.39997331,126.981096,동안구,1424,1398,1390,1350,1276,1214,1159,1156,1078,999,931,870,822,812,828,14486.0,14303.0,13672.0,12477.0,11340.0,11300.0,11425.0,11368.0,11255.0,11173.0,10790.0,10455.0,10243.0,10281.0,9977.0,9772.0,9635.0,9275.0,8479.0,7591.0,6977.0,6451.0,6053.0,5901.0,5779.0,경기도 안양시 동안구,0.0735673034207019,-0.0350973113964687
1668,인동고등학교 (경북),경상북도 구미시 구평동 477,8427523851,36.089962,128.4322095,구미시,1122,1141,1091,1081,1066,1067,1060,1070,1071,990,912,839,810,767,761,19646.0,19643.0,18862.0,17343.0,15825.0,15043.0,14803.0,14496.0,14818.0,14911.0,14444.0,14001.0,14243.0,15241.0,15255.0,15093.0,14467.0,13963.0,12773.0,11373.0,9978.0,8946.0,7995.0,7305.0,6471.0,경상북도 구미시,0.051356458361452285,-0.024255039439088518
1669,인명여자고등학교 (인천),인천광역시 미추홀구 관교동 13-5,7699767053,37.44037081,126.6972234,nan,1859,1776,1661,1534,1518,1455,1357,1335,1218,1123,1017,1012,979,930,871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,inf,-0.03803119956966111
1670,인상고등학교 (전북),전북특별자치도 정읍시 신태인읍 화호리 251-3,2337679862,35.71787771,126.8392028,정읍시,321,321,309,301,319,298,228,173,105,96,87,82,102,111,114,5153.0,5124.0,4797.0,4458.0,3961.0,3629.0,3275.0,2969.0,2870.0,2751.0,2673.0,2574.0,2609.0,2643.0,2466.0,2288.0,2135.0,2046.0,1874.0,1709.0,1526.0,1358.0,1188.0,1079.0,1044.0,전라북도 정읍시,0.0397212543554007,-0.06500890075656429
1671,인성여자고등학교 (인천),인천광역시 중구 송학동2가 18-1,7522049784,37.4739458,126.624248,인천광역시 중구,786,722,681,625,577,524,543,551,559,539,527,528,540,532,537,2849.0,2677.0,2427.0,2266.0,2366.0,2683.0,2864.0,2845.0,2840.0,2765.0,2670.0,2536.0,2571.0,2698.0,2736.0,2872.0,2958.0,2938.0,2725.0,2499.0,2440.0,2426.0,2439.0,2429.0,2511.0,인천광역시 중구,0.18908450704225352,-0.018538713195201745
1672,인월고등학교 (전북),전북특별자치도 남원시 인월면 서무리 678-2,6632786452,35.46495634,127.6027247,남원시,62,56,57,55,52,47,48,43,58,52,57,49,43,50,53,3825.0,3689.0,3536.0,3303.0,3053.0,2758.0,2536.0,2308.0,2206.0,2171.0,2064.0,1996.0,1961.0,1981.0,1916.0,1816.0,1701.0,1605.0,1467.0,1403.0,1310.0,1258.0,1151.0,999.0,866.0,전라북도 남원시,0.02402538531278332,-0.00910138248847926
1673,인일여자고등학교 (인천),인천광역시 중구 전동 25-4,3989710867,37.47797136,126.6263097,인천광역시 중구,1385,1343,1152,1057,1026,936,942,857,823,727,695,636,583,532,548,2849.0,2677.0,2427.0,2266.0,2366.0,2683.0,2864.0,2845.0,2840.0,2765.0,2670.0,2536.0,2571.0,2698.0,2736.0,2872.0,2958.0,2938.0,2725.0,2499.0,2440.0,2426.0,2439.0,2429.0,2511.0,인천광역시 중구,0.19295774647887323,-0.04328004125838061
1674,인제고등학교 (강원),강원특별자치도 인제군 인제읍 합강리 347 번지,5668012499,38.07422766,128.1773375,인제군,246,252,244,252,253,272,270,233,214,188,181,176,148,164,168,1488.0,1522.0,1468.0,1279.0,1115.0,1061.0,1077.0,1109.0,1179.0,1193.0,1167.0,1115.0,1078.0,1095.0,1047.0,1034.0,1039.0,1036.0,1024.0,907.0,827.0,739.0,707.0,663.0,653.0,강원도 인제군,0.14249363867684478,-0.030173319327731093
1675,인제고등학교 (인천),인천광역시 남동구 간석동 136-1,3720699787,37.46139701,126.7124654,인천광역시 남동구,1542,1432,1386,1327,1305,1232,1137,1125,1050,960,826,768,735,720,723,18454.0,17923.0,17214.0,15863.0,14082.0,12478.0,11318.0,10574.0,11011.0,12272.0,13363.0,13784.0,14222.0,14996.0,15042.0,14764.0,14314.0,14136.0,13254.0,12153.0,10965.0,9946.0,8610.0,7434.0,6433.0,인천광역시 남동구,0.06566161111615657,-0.04068000741152492
1676,인창고등학교 (경기),경기도 구리시 인창동 669-3,9057145595,37.605409,127.1464713,구리시,1939,1875,1829,1620,1381,1147,1087,1107,1035,901,777,706,677,622,648,7484.0,7079.0,6763.0,6650.0,6475.0,6363.0,6007.0,5764.0,5930.0,6139.0,6058.0,5833.0,5707.0,5701.0,5378.0,4949.0,4571.0,4276.0,4151.0,3964.0,3800.0,3509.0,3117.0,2824.0,2624.0,경기도 구리시,0.10927487352445193,-0.05217527444190673
1677,인창고등학교 (서울),서울특별시 서대문구 충정로2가 70,7838063359,37.56488513,126.9640232,서울특별시 서대문구,1119,1098,1013,965,984,918,832,830,782,738,657,621,567,494,448,14306.0,14230.0,13619.0,12773.0,11648.0,10894.0,10147.0,9542.0,9349.0,9246.0,8816.0,8252.0,7683.0,7551.0,7196.0,7162.0,6867.0,6710.0,6287.0,5759.0,5079.0,4701.0,4480.0,4322.0,4090.0,서울특별시 서대문구,0.047919563589688734,-0.04250606408783353
1678,인천고등학교 (인천),인천광역시 미추홀구 주안동 1555,7313316524,37.45295893,126.6913054,nan,1970,1845,1641,1553,1516,1539,1392,1209,1007,923,900,860,843,809,808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,inf,-0.04455583756345177
1679,인천고잔고등학교 (인천),인천광역시 남동구 논현동 762-1,2263971149,37.38914932,126.7222573,인천광역시 남동구,0,326,676,1014,1008,998,951,975,913,834,756,747,812,838,844,18454.0,17923.0,17214.0,15863.0,14082.0,12478.0,11318.0,10574.0,11011.0,12272.0,13363.0,13784.0,14222.0,14996.0,15042.0,14764.0,14314.0,14136.0,13254.0,12153.0,10965.0,9946.0,8610.0,7434.0,6433.0,인천광역시 남동구,0.07665062210516756,0.026310228233305158
1680,인천공항고등학교 (인천),인천광역시 중구 운서동 2709-2,5616215825,37.49763102,126.485927,인천광역시 중구,617,697,708,755,792,783,706,709,701,700,738,804,754,680,645,2849.0,2677.0,2427.0,2266.0,2366.0,2683.0,2864.0,2845.0,2840.0,2765.0,2670.0,2536.0,2571.0,2698.0,2736.0,2872.0,2958.0,2938.0,2725.0,2499.0,2440.0,2426.0,2439.0,2429.0,2511.0,인천광역시 중구,0.22711267605633803,0.0008306680881307779
1681,인천과학고등학교 (인천),인천광역시 중구 운서동 3077-1,3152769386,37.49195555,126.5082571,인천광역시 중구,199,192,191,190,192,192,188,231,213,204,209,211,213,208,212,2849.0,2677.0,2427.0,2266.0,2366.0,2683.0,2864.0,2845.0,2840.0,2765.0,2670.0,2536.0,2571.0,2698.0,2736.0,2872.0,2958.0,2938.0,2725.0,2499.0,2440.0,2426.0,2439.0,2429.0,2511.0,인천광역시 중구,0.07464788732394366,0.007436611008039577
1682,인천과학예술영재학교 (인천),인천광역시 연수구 송도동 115,3860796928,37.38199933,126.6301396,인천광역시 연수구,0,0,0,0,0,0,0,77,155,230,228,229,234,239,240,11380.0,10641.0,9839.0,8761.0,7953.0,7218.0,6780.0,6417.0,6597.0,6713.0,6656.0,6585.0,6720.0,7219.0,7405.0,7710.0,7771.0,7817.0,7628.0,7462.0,7437.0,7522.0,7520.0,7297.0,6734.0,인천광역시 연수구,0.03638017280582083,0.09671130952380952
1683,인천국제고등학교 (인천),인천광역시 중구 운서동 3077-4,6445474922,37.48971398,126.5094118,인천광역시 중구,277,407,415,413,419,421,420,414,415,424,420,400,403,394,404,2849.0,2677.0,2427.0,2266.0,2366.0,2683.0,2864.0,2845.0,2840.0,2765.0,2670.0,2536.0,2571.0,2698.0,2736.0,2872.0,2958.0,2938.0,2725.0,2499.0,2440.0,2426.0,2439.0,2429.0,2511.0,인천광역시 중구,0.14225352112676057,0.005921495956873315
1684,인천금융고등학교 (인천),인천광역시 남동구 논현동 580-2,2749825954,37.40884693,126.7117141,인천광역시 남동구,1092,992,940,911,930,960,965,925,843,764,678,619,588,567,540,18454.0,17923.0,17214.0,15863.0,14082.0,12478.0,11318.0,10574.0,11011.0,12272.0,13363.0,13784.0,14222.0,14996.0,15042.0,14764.0,14314.0,14136.0,13254.0,12153.0,10965.0,9946.0,8610.0,7434.0,6433.0,인천광역시 남동구,0.049041867223685406,-0.0347069597069597
1685,인천기계공업고등학교 (인천),인천광역시 미추홀구 주안동 638-2,1144854307,37.45685643,126.6683566,nan,1418,1383,1353,1307,1292,1303,1304,1302,1268,1181,1095,995,940,841,801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,inf,-0.029606588756800323
1686,인천남고등학교 (인천),인천광역시 남동구 간석동 614-12,5550862729,37.46791494,126.6965526,인천광역시 남동구,1092,977,897,922,920,855,828,765,725,676,670,678,682,630,624,18454.0,17923.0,17214.0,15863.0,14082.0,12478.0,11318.0,10574.0,11011.0,12272.0,13363.0,13784.0,14222.0,14996.0,15042.0,14764.0,14314.0,14136.0,13254.0,12153.0,10965.0,9946.0,8610.0,7434.0,6433.0,인천광역시 남동구,0.05667060212514758,-0.028192046049188912
1687,인천남동고등학교 (인천),인천광역시 남동구 논현동 588-1,8820214271,37.4060269,126.7215164,인천광역시 남동구,547,885,1031,1069,1026,1002,935,960,927,867,792,753,733,741,759,18454.0,17923.0,17214.0,15863.0,14082.0,12478.0,11318.0,10574.0,11011.0,12272.0,13363.0,13784.0,14222.0,14996.0,15042.0,14764.0,14314.0,14136.0,13254.0,12153.0,10965.0,9946.0,8610.0,7434.0,6433.0,인천광역시 남동구,0.06893106893106893,-0.010403581451289588
1688,인천논현고등학교 (인천),인천광역시 남동구 논현동 604-2,4294698953,37.40402323,126.727139,인천광역시 남동구,1095,1015,1006,1013,941,878,828,877,872,805,753,732,765,764,801,18454.0,17923.0,17214.0,15863.0,14082.0,12478.0,11318.0,10574.0,11011.0,12272.0,13363.0,13784.0,14222.0,14996.0,15042.0,14764.0,14314.0,14136.0,13254.0,12153.0,10965.0,9946.0,8610.0,7434.0,6433.0,인천광역시 남동구,0.07274543638180002,-0.021392694063926944
1689,인천대건고등학교 (인천),인천광역시 연수구 동춘동 517-1,5623547911,37.4019879,126.665147,인천광역시 연수구,1413,1318,1290,1303,1243,1202,1080,1063,976,903,830,798,786,803,850,11380.0,10641.0,9839.0,8761.0,7953.0,7218.0,6780.0,6417.0,6597.0,6713.0,6656.0,6585.0,6720.0,7219.0,7405.0,7710.0,7771.0,7817.0,7628.0,7462.0,7437.0,7522.0,7520.0,7297.0,6734.0,인천광역시 연수구,0.12884644535394876,-0.03415225962996663
1690,인천대중예술고등학교 (인천),인천광역시 미추홀구 도화동 20-6,3509700596,37.47099649,126.6548626,nan,1079,983,960,925,962,890,743,571,387,267,188,199,262,339,373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,inf,-0.06329935125115846
1691,인천디자인고등학교 (인천),인천광역시 서구 연희동 744-1,3220861017,37.54822343,126.6714899,인천광역시 서구,982,931,867,857,863,877,915,922,889,843,774,716,688,657,621,15753.0,15428.0,14758.0,13624.0,12117.0,11063.0,10803.0,10944.0,11809.0,12265.0,12114.0,11855.0,12093.0,13601.0,14678.0,15445.0,15302.0,14897.0,13635.0,12732.0,12099.0,11803.0,11029.0,10441.0,10499.0,인천광역시 서구,0.05258700990769752,-0.021788623799825428
1692,인천마전고등학교 (인천),인천광역시 서구 마전동 199-1,4509559452,37.610719,126.6644578,인천광역시 서구,0,0,0,0,0,0,0,238,448,625,587,597,658,699,737,15753.0,15428.0,14758.0,13624.0,12117.0,11063.0,10803.0,10944.0,11809.0,12265.0,12114.0,11855.0,12093.0,13601.0,14678.0,15445.0,15302.0,14897.0,13635.0,12732.0,12099.0,11803.0,11029.0,10441.0,10499.0,인천광역시 서구,0.06241002625116437,0.08960069780965303
1693,인천만수고등학교 (인천),인천광역시 남동구 만수동 605-5,5434706449,37.447099,126.7422697,인천광역시 남동구,679,1070,1134,1137,1059,1038,1001,1029,982,880,788,754,749,753,747,18454.0,17923.0,17214.0,15863.0,14082.0,12478.0,11318.0,10574.0,11011.0,12272.0,13363.0,13784.0,14222.0,14996.0,15042.0,14764.0,14314.0,14136.0,13254.0,12153.0,10965.0,9946.0,8610.0,7434.0,6433.0,인천광역시 남동구,0.06784124965943147,-0.01894396280939816
1694,인천미래생활고등학교 (인천),인천광역시 부평구 부개동 499-9,4955955743,37.50056712,126.7426846,인천광역시 부평구,1008,984,953,912,909,919,900,870,699,558,490,546,574,513,506,22635.0,21935.0,21479.0,20251.0,18913.0,17729.0,16975.0,16415.0,16885.0,17090.0,16859.0,16133.0,15766.0,15708.0,15251.0,15131.0,14814.0,14477.0,13300.0,11958.0,10398.0,8952.0,7541.0,6791.0,6564.0,인천광역시 부평구,0.02996742671009772,-0.042088293650793654
1695,인천바이오과학고등학교 (인천),인천광역시 연수구 청학동 455-1,2600211262,37.42084997,126.6683713,인천광역시 연수구,970,935,896,846,858,876,895,853,765,677,545,488,429,402,407,11380.0,10641.0,9839.0,8761.0,7953.0,7218.0,6780.0,6417.0,6597.0,6713.0,6656.0,6585.0,6720.0,7219.0,7405.0,7710.0,7771.0,7817.0,7628.0,7462.0,7437.0,7522.0,7520.0,7297.0,6734.0,인천광역시 연수구,0.06169470971653782,-0.0455559646539028
1696,인천보건고등학교 (인천),인천광역시 서구 석남동 295-1,6400855839,37.50532986,126.6815492,인천광역시 서구,789,702,682,689,693,685,634,592,602,610,565,524,486,413,397,15753.0,15428.0,14758.0,13624.0,12117.0,11063.0,10803.0,10944.0,11809.0,12265.0,12114.0,11855.0,12093.0,13601.0,14678.0,15445.0,15302.0,14897.0,13635.0,12732.0,12099.0,11803.0,11029.0,10441.0,10499.0,인천광역시 서구,0.033618426623761535,-0.030255296034763707
1697,인천부흥고등학교 (인천),인천광역시 부평구 부개동 120-547,1245804071,37.491219,126.7366564,인천광역시 부평구,980,889,882,906,919,855,802,739,697,643,599,576,569,564,598,22635.0,21935.0,21479.0,20251.0,18913.0,17729.0,16975.0,16415.0,16885.0,17090.0,16859.0,16133.0,15766.0,15708.0,15251.0,15131.0,14814.0,14477.0,13300.0,11958.0,10398.0,8952.0,7541.0,6791.0,6564.0,인천광역시 부평구,0.035416049748297304,-0.032791545189504376
1698,인천뷰티예술고등학교 (인천),인천광역시 연수구 동춘동 932-3,2916040301,37.40393222,126.6713019,인천광역시 연수구,976,916,864,808,823,820,787,727,707,656,604,539,526,494,468,11380.0,10641.0,9839.0,8761.0,7953.0,7218.0,6780.0,6417.0,6597.0,6713.0,6656.0,6585.0,6720.0,7219.0,7405.0,7710.0,7771.0,7817.0,7628.0,7462.0,7437.0,7522.0,7520.0,7297.0,6734.0,인천광역시 연수구,0.07094133697135062,-0.03629610655737704
1699,인천비즈니스고등학교 (인천),인천광역시 미추홀구 도화동 1010,9782221794,37.47211645,126.6665695,nan,1015,966,891,880,896,932,960,934,862,675,524,448,454,380,383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,inf,-0.04778676988036594
1700,인천산곡고등학교 (인천),인천광역시 부평구 산곡동 137-2,7641092121,37.50320265,126.713195,인천광역시 부평구,1188,1143,1131,1029,1023,961,947,886,813,700,620,585,589,561,629,22635.0,21935.0,21479.0,20251.0,18913.0,17729.0,16975.0,16415.0,16885.0,17090.0,16859.0,16133.0,15766.0,15708.0,15251.0,15131.0,14814.0,14477.0,13300.0,11958.0,10398.0,8952.0,7541.0,6791.0,6564.0,인천광역시 부평구,0.03725199881551673,-0.04135401635401636
1701,인천상정고등학교 (인천),인천광역시 부평구 십정동 136-4,9679052770,37.48070089,126.6961796,인천광역시 부평구,241,488,693,648,582,544,567,593,601,564,569,565,560,509,511,22635.0,21935.0,21479.0,20251.0,18913.0,17729.0,16975.0,16415.0,16885.0,17090.0,16859.0,16133.0,15766.0,15708.0,15251.0,15131.0,14814.0,14477.0,13300.0,11958.0,10398.0,8952.0,7541.0,6791.0,6564.0,인천광역시 부평구,0.030263547527391174,0.005431869717584003
1702,인천생활과학고등학교 (인천),인천광역시 연수구 연수동 535-1,9987954735,37.42400958,126.6782904,인천광역시 연수구,837,812,773,726,711,714,734,736,732,695,657,600,563,536,523,11380.0,10641.0,9839.0,8761.0,7953.0,7218.0,6780.0,6417.0,6597.0,6713.0,6656.0,6585.0,6720.0,7219.0,7405.0,7710.0,7771.0,7817.0,7628.0,7462.0,7437.0,7522.0,7520.0,7297.0,6734.0,인천광역시 연수구,0.07927845990601788,-0.02393753200204813
1703,인천세원고등학교 (인천),인천광역시 계양구 병방동 5-5,5688193976,37.55161396,126.7447093,인천광역시 계양구,291,627,904,947,915,922,877,803,715,648,648,619,608,569,553,16035.0,16085.0,15104.0,13769.0,12464.0,11489.0,10630.0,9978.0,10028.0,10221.0,10133.0,9886.0,9934.0,10167.0,9768.0,9433.0,8764.0,8222.0,7202.0,6360.0,5559.0,4836.0,4193.0,3689.0,3394.0,인천광역시 계양구,0.05514559234144396,-0.010623774324935886
1704,인천소방고등학교 (인천),인천광역시 미추홀구 도화동 193-6,1001306772,37.47099649,126.6548626,nan,1305,1228,1187,1096,1039,993,1013,974,896,798,634,486,330,270,306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,inf,-0.05798576902025178
1705,인천송천고등학교 (인천),인천광역시 남동구 논현동 738-4,2413484454,37.3958707,126.721632,인천광역시 남동구,0,0,208,483,694,701,711,725,738,695,674,656,661,658,677,18454.0,17923.0,17214.0,15863.0,14082.0,12478.0,11318.0,10574.0,11011.0,12272.0,13363.0,13784.0,14222.0,14996.0,15042.0,14764.0,14314.0,14136.0,13254.0,12153.0,10965.0,9946.0,8610.0,7434.0,6433.0,인천광역시 남동구,0.061483970574879664,0.05613143631436314
1706,인천신현고등학교 (인천),인천광역시 서구 신현동 305-2,2255654692,37.52034052,126.6678412,인천광역시 서구,668,1025,1044,994,959,961,924,876,790,744,767,783,760,723,742,15753.0,15428.0,14758.0,13624.0,12117.0,11063.0,10803.0,10944.0,11809.0,12265.0,12114.0,11855.0,12093.0,13601.0,14678.0,15445.0,15302.0,14897.0,13635.0,12732.0,12099.0,11803.0,11029.0,10441.0,10499.0,인천광역시 서구,0.06283343212803794,-0.016085112205801857
1707,인천아라고등학교 (인천),인천광역시 서구 당하동 산39-2,1199852466,37.58715576,126.703948,인천광역시 서구,0,0,0,0,0,0,0,0,0,0,0,0,0,324,803,15753.0,15428.0,14758.0,13624.0,12117.0,11063.0,10803.0,10944.0,11809.0,12265.0,12114.0,11855.0,12093.0,13601.0,14678.0,15445.0,15302.0,14897.0,13635.0,12732.0,12099.0,11803.0,11029.0,10441.0,10499.0,인천광역시 서구,0.0679989838258955,0.03364614837217576
1708,인천여자고등학교 (인천),인천광역시 연수구 연수동 534-3,9667262315,37.42188142,126.6903145,인천광역시 연수구,2249,2174,2068,1823,1743,1646,1542,1465,1353,1220,1108,1090,1111,1074,1090,11380.0,10641.0,9839.0,8761.0,7953.0,7218.0,6780.0,6417.0,6597.0,6713.0,6656.0,6585.0,6720.0,7219.0,7405.0,7710.0,7771.0,7817.0,7628.0,7462.0,7437.0,7522.0,7520.0,7297.0,6734.0,인천광역시 연수구,0.1652266181597696,-0.04029727497935591
1709,인천여자상업고등학교 (인천),인천광역시 중구 신생동 25-1,1870130062,37.46821127,126.6282965,인천광역시 중구,1156,1102,1032,1006,1008,1028,1056,1065,1056,981,891,811,641,529,468,2849.0,2677.0,2427.0,2266.0,2366.0,2683.0,2864.0,2845.0,2840.0,2765.0,2670.0,2536.0,2571.0,2698.0,2736.0,2872.0,2958.0,2938.0,2725.0,2499.0,2440.0,2426.0,2439.0,2429.0,2511.0,인천광역시 중구,0.1647887323943662,-0.035325012357884336
1710,인천연송고등학교 (인천),인천광역시 연수구 송도동 15-4,6534812867,37.40316747,126.646736,인천광역시 연수구,0,0,0,0,315,562,815,834,795,761,712,699,711,730,845,11380.0,10641.0,9839.0,8761.0,7953.0,7218.0,6780.0,6417.0,6597.0,6713.0,6656.0,6585.0,6720.0,7219.0,7405.0,7710.0,7771.0,7817.0,7628.0,7462.0,7437.0,7522.0,7520.0,7297.0,6734.0,인천광역시 연수구,0.12808852508716084,0.07698647506339813
1711,인천영선고등학교 (인천),인천광역시 부평구 삼산동 448-5,5832235038,37.51594529,126.743904,인천광역시 부평구,1141,1084,1105,1032,1024,962,905,860,796,762,695,669,642,623,705,22635.0,21935.0,21479.0,20251.0,18913.0,17729.0,16975.0,16415.0,16885.0,17090.0,16859.0,16133.0,15766.0,15708.0,15251.0,15131.0,14814.0,14477.0,13300.0,11958.0,10398.0,8952.0,7541.0,6791.0,6564.0,인천광역시 부평구,0.041753035238377256,-0.03468448729184926
1712,인천영종고등학교 (인천),인천광역시 중구 운서동 3103-8,7433382391,37.48531899,126.5016825,인천광역시 중구,0,0,0,0,57,240,413,597,712,796,811,930,827,659,612,2849.0,2677.0,2427.0,2266.0,2366.0,2683.0,2864.0,2845.0,2840.0,2765.0,2670.0,2536.0,2571.0,2698.0,2736.0,2872.0,2958.0,2938.0,2725.0,2499.0,2440.0,2426.0,2439.0,2429.0,2511.0,인천광역시 중구,0.21549295774647886,0.0759062980030722
1713,인천영흥고등학교 (인천),인천광역시 옹진군 영흥면 내리 496-95,3621953725,37.265211,126.4794201,인천광역시 옹진군,0,0,0,34,76,121,123,123,111,111,100,98,89,106,116,469.0,498.0,499.0,456.0,432.0,395.0,369.0,367.0,389.0,412.0,429.0,432.0,462.0,471.0,441.0,413.0,371.0,370.0,346.0,334.0,312.0,288.0,253.0,222.0,201.0,인천광역시 옹진군,0.2982005141388175,0.06355981416957025
1714,인천예술고등학교 (인천),인천광역시 남동구 간석동 417-3,3392728924,37.45854014,126.7039112,인천광역시 남동구,449,490,514,512,489,484,476,475,462,461,473,465,443,446,447,18454.0,17923.0,17214.0,15863.0,14082.0,12478.0,11318.0,10574.0,11011.0,12272.0,13363.0,13784.0,14222.0,14996.0,15042.0,14764.0,14314.0,14136.0,13254.0,12153.0,10965.0,9946.0,8610.0,7434.0,6433.0,인천광역시 남동구,0.04059576786849514,-0.00645497498610339
1715,인천예일고등학교 (인천),인천광역시 계양구 방축동 27-1,2718690872,37.55422032,126.7418712,인천광역시 계양구,1133,1149,1085,1060,966,977,988,970,894,812,759,699,671,640,622,16035.0,16085.0,15104.0,13769.0,12464.0,11489.0,10630.0,9978.0,10028.0,10221.0,10133.0,9886.0,9934.0,10167.0,9768.0,9433.0,8764.0,8222.0,7202.0,6360.0,5559.0,4836.0,4193.0,3689.0,3394.0,인천광역시 계양구,0.062026326286398085,-0.034781797836628124
1716,인천외국어고등학교 (인천),인천광역시 부평구 산곡동 180-142,1286080658,37.50473105,126.695142,인천광역시 부평구,1047,1059,999,921,875,839,828,797,742,686,649,605,580,611,642,22635.0,21935.0,21479.0,20251.0,18913.0,17729.0,16975.0,16415.0,16885.0,17090.0,16859.0,16133.0,15766.0,15708.0,15251.0,15131.0,14814.0,14477.0,13300.0,11958.0,10398.0,8952.0,7541.0,6791.0,6564.0,인천광역시 부평구,0.03802191294047971,-0.03356266019155537
1717,인천원당고등학교 (인천),인천광역시 서구 원당동 852-3,2236706495,37.59689277,126.7048226,인천광역시 서구,731,899,1048,1113,1133,1169,1148,1073,988,909,865,857,880,889,916,15753.0,15428.0,14758.0,13624.0,12117.0,11063.0,10803.0,10944.0,11809.0,12265.0,12114.0,11855.0,12093.0,13601.0,14678.0,15445.0,15302.0,14897.0,13635.0,12732.0,12099.0,11803.0,11029.0,10441.0,10499.0,인천광역시 서구,0.0775679566432382,-0.00645545643407063
1718,인천재능고등학교 (인천),인천광역시 동구 송림동 37-382,8428551673,37.47553313,126.6504734,인천광역시 동구,984,972,903,842,824,862,896,901,896,838,772,704,597,546,515,2522.0,2230.0,2000.0,1800.0,1778.0,2014.0,2120.0,2060.0,1916.0,1931.0,1948.0,2035.0,2214.0,2347.0,2242.0,1992.0,1849.0,1728.0,1581.0,1339.0,1156.0,945.0,769.0,628.0,641.0,인천광역시 동구,0.2687891440501044,-0.02948969221835076
1719,인천전자마이스터고등학교 (인천),인천광역시 동구 송림동 47-11,1675769150,37.47099649,126.6548626,인천광역시 동구,940,744,590,461,475,471,468,460,466,473,468,465,431,400,361,2522.0,2230.0,2000.0,1800.0,1778.0,2014.0,2120.0,2060.0,1916.0,1931.0,1948.0,2035.0,2214.0,2347.0,2242.0,1992.0,1849.0,1728.0,1581.0,1339.0,1156.0,945.0,769.0,628.0,641.0,인천광역시 동구,0.1884133611691023,-0.026272796352583585
1720,인천중산고등학교 (인천),인천광역시 중구 중산동 1914-1,2940444111,37.497751,126.569938,인천광역시 중구,0,0,0,0,0,0,0,0,0,0,0,0,274,620,999,2849.0,2677.0,2427.0,2266.0,2366.0,2683.0,2864.0,2845.0,2840.0,2765.0,2670.0,2536.0,2571.0,2698.0,2736.0,2872.0,2958.0,2938.0,2725.0,2499.0,2440.0,2426.0,2439.0,2429.0,2511.0,인천광역시 중구,0.35176056338028167,0.043196768196768195
